geoname,state,county,place,tract,bg,geonum,b01003001,b01003_moe001
Geographic Area Name,State FIPS,County FIPS,Place FIPS,Tract FIPS,BG FIPS,Unique ID,Total,
"Block Group 4, Census Tract 1001, Milwaukee County, Wisconsin",55,79,,100100,4,1550791001004,826,234
"Block Group 1, Census Tract 1002, Milwaukee County, Wisconsin",55,79,,100200,1,1550791002001,1250,278
"Block Group 2, Census Tract 1002, Milwaukee County, Wisconsin",55,79,,100200,2,1550791002002,834,310
"Block Group 3, Census Tract 1002, Milwaukee County, Wisconsin",55,79,,100200,3,1550791002003,983,288
"Block Group 4, Census Tract 1002, Milwaukee County, Wisconsin",55,79,,100200,4,1550791002004,1043,294
"Block Group 1, Census Tract 1003, Milwaukee County, Wisconsin",55,79,,100300,1,1550791003001,1501,249
"Block Group 2, Census Tract 1003, Milwaukee County, Wisconsin",55,79,,100300,2,1550791003002,1445,353
"Block Group 1, Census Tract 1004, Milwaukee County, Wisconsin",55,79,,100400,1,1550791004001,858,210
"Block Group 2, Census Tract 1004, Milwaukee County, Wisconsin",55,79,,100400,2,1550791004002,856,200
"Block Group 3, Census Tract 1004, Milwaukee County, Wisconsin",55,79,,100400,3,1550791004003,735,143
"Block Group 1, Census Tract 1005, Milwaukee County, Wisconsin",55,79,,100500,1,1550791005001,1012,263
"Block Group 2, Census Tract 1005, Milwaukee County, Wisconsin",55,79,,100500,2,1550791005002,753,184
"Block Group 3, Census Tract 1005, Milwaukee County, Wisconsin",55,79,,100500,3,1550791005003,1294,218
"Block Group 4, Census Tract 1005, Milwaukee County, Wisconsin",55,79,,100500,4,1550791005004,480,136
"Block Group 1, Census Tract 1006, Milwaukee County, Wisconsin",55,79,,100600,1,1550791006001,1155,193
"Block Group 2, Census Tract 1006, Milwaukee County, Wisconsin",55,79,,100600,2,1550791006002,1129,173
"Block Group 1, Census Tract 1007, Milwaukee County, Wisconsin",55,79,,100700,1,1550791007001,778,174
"Block Group 2, Census Tract 1007, Milwaukee County, Wisconsin",55,79,,100700,2,1550791007002,643,122
"Block Group 3, Census Tract 1007, Milwaukee County, Wisconsin",55,79,,100700,3,1550791007003,507,132
"Block Group 4, Census Tract 1007, Milwaukee County, Wisconsin",55,79,,100700,4,1550791007004,630,117
"Block Group 1, Census Tract 1008, Milwaukee County, Wisconsin",55,79,,100800,1,1550791008001,1087,188
"Block Group 2, Census Tract 1008, Milwaukee County, Wisconsin",55,79,,100800,2,1550791008002,1906,242
"Block Group 1, Census Tract 1009, Milwaukee County, Wisconsin",55,79,,100900,1,1550791009001,515,134
"Block Group 2, Census Tract 1009, Milwaukee County, Wisconsin",55,79,,100900,2,1550791009002,1835,348
"Block Group 3, Census Tract 1009, Milwaukee County, Wisconsin",55,79,,100900,3,1550791009003,1333,243
"Block Group 1, Census Tract 1010, Milwaukee County, Wisconsin",55,79,,101000,1,1550791010001,1748,386
"Block Group 2, Census Tract 1010, Milwaukee County, Wisconsin",55,79,,101000,2,1550791010002,1619,409
"Block Group 3, Census Tract 1010, Milwaukee County, Wisconsin",55,79,,101000,3,1550791010003,1837,352
"Block Group 1, Census Tract 1011, Milwaukee County, Wisconsin",55,79,,101100,1,1550791011001,1119,166
"Block Group 2, Census Tract 1011, Milwaukee County, Wisconsin",55,79,,101100,2,1550791011002,762,157
"Block Group 1, Census Tract 1012, Milwaukee County, Wisconsin",55,79,,101200,1,1550791012001,685,143
"Block Group 2, Census Tract 1012, Milwaukee County, Wisconsin",55,79,,101200,2,1550791012002,1199,181
"Block Group 3, Census Tract 1012, Milwaukee County, Wisconsin",55,79,,101200,3,1550791012003,503,149
"Block Group 4, Census Tract 1012, Milwaukee County, Wisconsin",55,79,,101200,4,1550791012004,759,158
"Block Group 1, Census Tract 1013, Milwaukee County, Wisconsin",55,79,,101300,1,1550791013001,928,201
"Block Group 2, Census Tract 1013, Milwaukee County, Wisconsin",55,79,,101300,2,1550791013002,695,127
"Block Group 3, Census Tract 1013, Milwaukee County, Wisconsin",55,79,,101300,3,1550791013003,699,188
"Block Group 4, Census Tract 1013, Milwaukee County, Wisconsin",55,79,,101300,4,1550791013004,711,153
"Block Group 1, Census Tract 1014, Milwaukee County, Wisconsin",55,79,,101400,1,1550791014001,945,238
"Block Group 2, Census Tract 1014, Milwaukee County, Wisconsin",55,79,,101400,2,1550791014002,675,184
"Block Group 3, Census Tract 1014, Milwaukee County, Wisconsin",55,79,,101400,3,1550791014003,685,199
"Block Group 4, Census Tract 1014, Milwaukee County, Wisconsin",55,79,,101400,4,1550791014004,1093,216
"Block Group 1, Census Tract 1015, Milwaukee County, Wisconsin",55,79,,101500,1,1550791015001,1363,345
"Block Group 2, Census Tract 1015, Milwaukee County, Wisconsin",55,79,,101500,2,1550791015002,1445,411
"Block Group 3, Census Tract 1015, Milwaukee County, Wisconsin",55,79,,101500,3,1550791015003,1395,330
"Block Group 4, Census Tract 1015, Milwaukee County, Wisconsin",55,79,,101500,4,1550791015004,625,205
"Block Group 1, Census Tract 1016, Milwaukee County, Wisconsin",55,79,,101600,1,1550791016001,895,265
"Block Group 2, Census Tract 1016, Milwaukee County, Wisconsin",55,79,,101600,2,1550791016002,420,150
"Block Group 3, Census Tract 1016, Milwaukee County, Wisconsin",55,79,,101600,3,1550791016003,649,198
"Block Group 4, Census Tract 1016, Milwaukee County, Wisconsin",55,79,,101600,4,1550791016004,1065,279
"Block Group 5, Census Tract 1016, Milwaukee County, Wisconsin",55,79,,101600,5,1550791016005,1718,443
"Block Group 1, Census Tract 1017, Milwaukee County, Wisconsin",55,79,,101700,1,1550791017001,1052,298
"Block Group 2, Census Tract 1017, Milwaukee County, Wisconsin",55,79,,101700,2,1550791017002,464,142
"Block Group 3, Census Tract 1017, Milwaukee County, Wisconsin",55,79,,101700,3,1550791017003,923,217
"Block Group 4, Census Tract 1017, Milwaukee County, Wisconsin",55,79,,101700,4,1550791017004,1170,201
"Block Group 1, Census Tract 1018, Milwaukee County, Wisconsin",55,79,,101800,1,1550791018001,970,165
"Block Group 2, Census Tract 1018, Milwaukee County, Wisconsin",55,79,,101800,2,1550791018002,1093,195
"Block Group 3, Census Tract 1018, Milwaukee County, Wisconsin",55,79,,101800,3,1550791018003,530,147
"Block Group 1, Census Tract 1101, Milwaukee County, Wisconsin",55,79,,110100,1,1550791101001,1459,319
"Block Group 2, Census Tract 1101, Milwaukee County, Wisconsin",55,79,,110100,2,1550791101002,1156,254
"Block Group 3, Census Tract 1101, Milwaukee County, Wisconsin",55,79,,110100,3,1550791101003,1582,349
"Block Group 1, Census Tract 1201.01, Milwaukee County, Wisconsin",55,79,,120101,1,1550791201011,1967,329
"Block Group 2, Census Tract 1201.01, Milwaukee County, Wisconsin",55,79,,120101,2,1550791201012,1958,324
"Block Group 1, Census Tract 1201.02, Milwaukee County, Wisconsin",55,79,,120102,1,1550791201021,1001,200
"Block Group 2, Census Tract 1201.02, Milwaukee County, Wisconsin",55,79,,120102,2,1550791201022,1718,281
"Block Group 3, Census Tract 1201.02, Milwaukee County, Wisconsin",55,79,,120102,3,1550791201023,1135,238
"Block Group 1, Census Tract 1202.01, Milwaukee County, Wisconsin",55,79,,120201,1,1550791202011,1858,214
"Block Group 2, Census Tract 1202.01, Milwaukee County, Wisconsin",55,79,,120201,2,1550791202012,1174,181
"Block Group 3, Census Tract 1202.01, Milwaukee County, Wisconsin",55,79,,120201,3,1550791202013,553,130
"Block Group 1, Census Tract 1202.02, Milwaukee County, Wisconsin",55,79,,120202,1,1550791202021,1241,225
"Block Group 2, Census Tract 1202.02, Milwaukee County, Wisconsin",55,79,,120202,2,1550791202022,1574,282
"Block Group 3, Census Tract 1202.02, Milwaukee County, Wisconsin",55,79,,120202,3,1550791202023,607,191
"Block Group 1, Census Tract 1202.03, Milwaukee County, Wisconsin",55,79,,120203,1,1550791202031,1087,194
"Block Group 2, Census Tract 1202.03, Milwaukee County, Wisconsin",55,79,,120203,2,1550791202032,902,199
"Block Group 3, Census Tract 1202.03, Milwaukee County, Wisconsin",55,79,,120203,3,1550791202033,1578,260
"Block Group 1, Census Tract 1203, Milwaukee County, Wisconsin",55,79,,120300,1,1550791203001,1943,173
"Block Group 1, Census Tract 1204, Milwaukee County, Wisconsin",55,79,,120400,1,1550791204001,1228,409
"Block Group 2, Census Tract 1204, Milwaukee County, Wisconsin",55,79,,120400,2,1550791204002,1192,281
"Block Group 3, Census Tract 1204, Milwaukee County, Wisconsin",55,79,,120400,3,1550791204003,1927,319
"Block Group 4, Census Tract 1204, Milwaukee County, Wisconsin",55,79,,120400,4,1550791204004,1074,242
"Block Group 5, Census Tract 1204, Milwaukee County, Wisconsin",55,79,,120400,5,1550791204005,1268,283
"Block Group 1, Census Tract 1205.01, Milwaukee County, Wisconsin",55,79,,120501,1,1550791205011,1058,166
"Block Group 2, Census Tract 1205.01, Milwaukee County, Wisconsin",55,79,,120501,2,1550791205012,649,188
"Block Group 3, Census Tract 1205.01, Milwaukee County, Wisconsin",55,79,,120501,3,1550791205013,2614,256
"Block Group 1, Census Tract 1205.02, Milwaukee County, Wisconsin",55,79,,120502,1,1550791205021,1576,305
"Block Group 2, Census Tract 1205.02, Milwaukee County, Wisconsin",55,79,,120502,2,1550791205022,1500,405
"Block Group 3, Census Tract 1205.02, Milwaukee County, Wisconsin",55,79,,120502,3,1550791205023,2136,317
"Block Group 1, Census Tract 1301, Milwaukee County, Wisconsin",55,79,,130100,1,1550791301001,950,187
"Block Group 2, Census Tract 1301, Milwaukee County, Wisconsin",55,79,,130100,2,1550791301002,1573,276
"Block Group 3, Census Tract 1301, Milwaukee County, Wisconsin",55,79,,130100,3,1550791301003,2332,276
"Block Group 1, Census Tract 1302, Milwaukee County, Wisconsin",55,79,,130200,1,1550791302001,976,167
"Block Group 2, Census Tract 1302, Milwaukee County, Wisconsin",55,79,,130200,2,1550791302002,812,156
"Block Group 3, Census Tract 1302, Milwaukee County, Wisconsin",55,79,,130200,3,1550791302003,1075,211
"Block Group 1, Census Tract 1401, Milwaukee County, Wisconsin",55,79,,140100,1,1550791401001,1248,217
"Block Group 2, Census Tract 1401, Milwaukee County, Wisconsin",55,79,,140100,2,1550791401002,1738,186
"Block Group 1, Census Tract 1402.01, Milwaukee County, Wisconsin",55,79,,140201,1,1550791402011,1860,296
"Block Group 2, Census Tract 1402.01, Milwaukee County, Wisconsin",55,79,,140201,2,1550791402012,2159,297
"Block Group 3, Census Tract 1402.01, Milwaukee County, Wisconsin",55,79,,140201,3,1550791402013,1343,245
"Block Group 1, Census Tract 1402.02, Milwaukee County, Wisconsin",55,79,,140202,1,1550791402021,885,239
"Block Group 2, Census Tract 1402.02, Milwaukee County, Wisconsin",55,79,,140202,2,1550791402022,1611,346
"Block Group 3, Census Tract 1402.02, Milwaukee County, Wisconsin",55,79,,140202,3,1550791402023,1659,356
"Block Group 4, Census Tract 1402.02, Milwaukee County, Wisconsin",55,79,,140202,4,1550791402024,1650,243
"Block Group 1, Census Tract 1501, Milwaukee County, Wisconsin",55,79,,150100,1,1550791501001,1829,280
"Block Group 2, Census Tract 1501, Milwaukee County, Wisconsin",55,79,,150100,2,1550791501002,1902,499
"Block Group 3, Census Tract 1501, Milwaukee County, Wisconsin",55,79,,150100,3,1550791501003,2931,361
"Block Group 4, Census Tract 1501, Milwaukee County, Wisconsin",55,79,,150100,4,1550791501004,2035,428
"Block Group 1, Census Tract 1503.01, Milwaukee County, Wisconsin",55,79,,150301,1,1550791503011,1000,251
"Block Group 2, Census Tract 1503.01, Milwaukee County, Wisconsin",55,79,,150301,2,1550791503012,2640,411
"Block Group 3, Census Tract 1503.01, Milwaukee County, Wisconsin",55,79,,150301,3,1550791503013,1276,290
"Block Group 4, Census Tract 1503.01, Milwaukee County, Wisconsin",55,79,,150301,4,1550791503014,968,274
"Block Group 1, Census Tract 1503.03, Milwaukee County, Wisconsin",55,79,,150303,1,1550791503031,2858,455
"Block Group 2, Census Tract 1503.03, Milwaukee County, Wisconsin",55,79,,150303,2,1550791503032,2099,367
"Block Group 1, Census Tract 1503.04, Milwaukee County, Wisconsin",55,79,,150304,1,1550791503041,2061,459
"Block Group 2, Census Tract 1503.04, Milwaukee County, Wisconsin",55,79,,150304,2,1550791503042,960,153
"Block Group 3, Census Tract 1503.04, Milwaukee County, Wisconsin",55,79,,150304,3,1550791503043,951,231
"Block Group 1, Census Tract 1601, Milwaukee County, Wisconsin",55,79,,160100,1,1550791601001,1910,476
"Block Group 2, Census Tract 1601, Milwaukee County, Wisconsin",55,79,,160100,2,1550791601002,1849,323
"Block Group 3, Census Tract 1601, Milwaukee County, Wisconsin",55,79,,160100,3,1550791601003,1609,429
"Block Group 4, Census Tract 1601, Milwaukee County, Wisconsin",55,79,,160100,4,1550791601004,1287,347
"Block Group 1, Census Tract 1602.02, Milwaukee County, Wisconsin",55,79,,160202,1,1550791602021,2403,328
"Block Group 2, Census Tract 1602.02, Milwaukee County, Wisconsin",55,79,,160202,2,1550791602022,1979,313
"Block Group 3, Census Tract 1602.02, Milwaukee County, Wisconsin",55,79,,160202,3,1550791602023,944,284
"Block Group 4, Census Tract 1602.02, Milwaukee County, Wisconsin",55,79,,160202,4,1550791602024,1705,319
"Block Group 1, Census Tract 1602.03, Milwaukee County, Wisconsin",55,79,,160203,1,1550791602031,2129,392
"Block Group 2, Census Tract 1602.03, Milwaukee County, Wisconsin",55,79,,160203,2,1550791602032,2005,381
"Block Group 3, Census Tract 1602.03, Milwaukee County, Wisconsin",55,79,,160203,3,1550791602033,1945,368
"Block Group 1, Census Tract 1602.04, Milwaukee County, Wisconsin",55,79,,160204,1,1550791602041,2085,406
"Block Group 2, Census Tract 1602.04, Milwaukee County, Wisconsin",55,79,,160204,2,1550791602042,813,211
"Block Group 3, Census Tract 1602.04, Milwaukee County, Wisconsin",55,79,,160204,3,1550791602043,2070,389
"Block Group 1, Census Tract 1603, Milwaukee County, Wisconsin",55,79,,160300,1,1550791603001,4019,434
"Block Group 2, Census Tract 1603, Milwaukee County, Wisconsin",55,79,,160300,2,1550791603002,1436,357
"Block Group 3, Census Tract 1603, Milwaukee County, Wisconsin",55,79,,160300,3,1550791603003,1546,273
"Block Group 4, Census Tract 1603, Milwaukee County, Wisconsin",55,79,,160300,4,1550791603004,2846,378
"Block Group 1, Census Tract 1701, Milwaukee County, Wisconsin",55,79,,170100,1,1550791701001,1820,218
"Block Group 2, Census Tract 1701, Milwaukee County, Wisconsin",55,79,,170100,2,1550791701002,905,196
"Block Group 1, Census Tract 1702, Milwaukee County, Wisconsin",55,79,,170200,1,1550791702001,1957,301
"Block Group 2, Census Tract 1702, Milwaukee County, Wisconsin",55,79,,170200,2,1550791702002,1817,295
"Block Group 1, Census Tract 1703, Milwaukee County, Wisconsin",55,79,,170300,1,1550791703001,951,235
"Block Group 2, Census Tract 1703, Milwaukee County, Wisconsin",55,79,,170300,2,1550791703002,1139,279
"Block Group 3, Census Tract 1703, Milwaukee County, Wisconsin",55,79,,170300,3,1550791703003,581,139
"Block Group 1, Census Tract 1704, Milwaukee County, Wisconsin",55,79,,170400,1,1550791704001,968,183
"Block Group 2, Census Tract 1704, Milwaukee County, Wisconsin",55,79,,170400,2,1550791704002,2344,187
"Block Group 1, Census Tract 1705, Milwaukee County, Wisconsin",55,79,,170500,1,1550791705001,1207,225
"Block Group 2, Census Tract 1705, Milwaukee County, Wisconsin",55,79,,170500,2,1550791705002,1142,180
"Block Group 1, Census Tract 1706, Milwaukee County, Wisconsin",55,79,,170600,1,1550791706001,967,230
"Block Group 2, Census Tract 1706, Milwaukee County, Wisconsin",55,79,,170600,2,1550791706002,774,177
"Block Group 3, Census Tract 1706, Milwaukee County, Wisconsin",55,79,,170600,3,1550791706003,931,208
"Block Group 4, Census Tract 1706, Milwaukee County, Wisconsin",55,79,,170600,4,1550791706004,721,297
"Block Group 1, Census Tract 1707, Milwaukee County, Wisconsin",55,79,,170700,1,1550791707001,564,208
"Block Group 2, Census Tract 1707, Milwaukee County, Wisconsin",55,79,,170700,2,1550791707002,1551,295
"Block Group 3, Census Tract 1707, Milwaukee County, Wisconsin",55,79,,170700,3,1550791707003,824,291
"Block Group 1, Census Tract 1801, Milwaukee County, Wisconsin",55,79,,180100,1,1550791801001,709,192
"Block Group 2, Census Tract 1801, Milwaukee County, Wisconsin",55,79,,180100,2,1550791801002,840,233
"Block Group 3, Census Tract 1801, Milwaukee County, Wisconsin",55,79,,180100,3,1550791801003,1605,288
"Block Group 1, Census Tract 1802, Milwaukee County, Wisconsin",55,79,,180200,1,1550791802001,1274,375
"Block Group 2, Census Tract 1802, Milwaukee County, Wisconsin",55,79,,180200,2,1550791802002,665,274
"Block Group 3, Census Tract 1802, Milwaukee County, Wisconsin",55,79,,180200,3,1550791802003,892,310
"Block Group 4, Census Tract 1802, Milwaukee County, Wisconsin",55,79,,180200,4,1550791802004,1056,343
"Block Group 5, Census Tract 1802, Milwaukee County, Wisconsin",55,79,,180200,5,1550791802005,807,424
"Block Group 1, Census Tract 1803, Milwaukee County, Wisconsin",55,79,,180300,1,1550791803001,1283,308
"Block Group 2, Census Tract 1803, Milwaukee County, Wisconsin",55,79,,180300,2,1550791803002,801,219
"Block Group 3, Census Tract 1803, Milwaukee County, Wisconsin",55,79,,180300,3,1550791803003,1253,296
"Block Group 1, Census Tract 1804, Milwaukee County, Wisconsin",55,79,,180400,1,1550791804001,634,159
"Block Group 2, Census Tract 1804, Milwaukee County, Wisconsin",55,79,,180400,2,1550791804002,735,156
"Block Group 3, Census Tract 1804, Milwaukee County, Wisconsin",55,79,,180400,3,1550791804003,1258,209
"Block Group 1, Census Tract 1805, Milwaukee County, Wisconsin",55,79,,180500,1,1550791805001,868,171
"Block Group 2, Census Tract 1805, Milwaukee County, Wisconsin",55,79,,180500,2,1550791805002,2728,358
"Block Group 3, Census Tract 1805, Milwaukee County, Wisconsin",55,79,,180500,3,1550791805003,891,228
"Block Group 1, Census Tract 1851, Milwaukee County, Wisconsin",55,79,,185100,1,1550791851001,1924,368
"Block Group 2, Census Tract 1851, Milwaukee County, Wisconsin",55,79,,185100,2,1550791851002,1319,264
"Block Group 3, Census Tract 1851, Milwaukee County, Wisconsin",55,79,,185100,3,1550791851003,1187,276
"Block Group 1, Census Tract 1852, Milwaukee County, Wisconsin",55,79,,185200,1,1550791852001,1519,276
"Block Group 2, Census Tract 1852, Milwaukee County, Wisconsin",55,79,,185200,2,1550791852002,1575,294
"Block Group 3, Census Tract 1852, Milwaukee County, Wisconsin",55,79,,185200,3,1550791852003,674,251
"Block Group 4, Census Tract 1852, Milwaukee County, Wisconsin",55,79,,185200,4,1550791852004,1248,261
"Block Group 1, Census Tract 1853, Milwaukee County, Wisconsin",55,79,,185300,1,1550791853001,1481,239
"Block Group 2, Census Tract 1853, Milwaukee County, Wisconsin",55,79,,185300,2,1550791853002,1046,194
"Block Group 3, Census Tract 1853, Milwaukee County, Wisconsin",55,79,,185300,3,1550791853003,903,165
"Block Group 1, Census Tract 1854, Milwaukee County, Wisconsin",55,79,,185400,1,1550791854001,960,215
"Block Group 2, Census Tract 1854, Milwaukee County, Wisconsin",55,79,,185400,2,1550791854002,562,198
"Block Group 1, Census Tract 1855, Milwaukee County, Wisconsin",55,79,,185500,1,1550791855001,844,286
"Block Group 2, Census Tract 1855, Milwaukee County, Wisconsin",55,79,,185500,2,1550791855002,1131,292
"Block Group 1, Census Tract 1856, Milwaukee County, Wisconsin",55,79,,185600,1,1550791856001,794,241
"Block Group 2, Census Tract 1856, Milwaukee County, Wisconsin",55,79,,185600,2,1550791856002,797,187
"Block Group 3, Census Tract 1856, Milwaukee County, Wisconsin",55,79,,185600,3,1550791856003,413,140
"Block Group 1, Census Tract 1857, Milwaukee County, Wisconsin",55,79,,185700,1,1550791857001,796,246
"Block Group 2, Census Tract 1857, Milwaukee County, Wisconsin",55,79,,185700,2,1550791857002,466,170
"Block Group 3, Census Tract 1857, Milwaukee County, Wisconsin",55,79,,185700,3,1550791857003,573,197
"Block Group 1, Census Tract 1858, Milwaukee County, Wisconsin",55,79,,185800,1,1550791858001,645,218
"Block Group 2, Census Tract 1858, Milwaukee County, Wisconsin",55,79,,185800,2,1550791858002,926,252
"Block Group 1, Census Tract 1859, Milwaukee County, Wisconsin",55,79,,185900,1,1550791859001,1252,370
"Block Group 1, Census Tract 1860, Milwaukee County, Wisconsin",55,79,,186000,1,1550791860001,1355,169
"Block Group 1, Census Tract 1861, Milwaukee County, Wisconsin",55,79,,186100,1,1550791861001,861,236
"Block Group 2, Census Tract 1861, Milwaukee County, Wisconsin",55,79,,186100,2,1550791861002,1108,306
"Block Group 1, Census Tract 1862, Milwaukee County, Wisconsin",55,79,,186200,1,1550791862001,560,152
"Block Group 2, Census Tract 1862, Milwaukee County, Wisconsin",55,79,,186200,2,1550791862002,706,156
"Block Group 1, Census Tract 1863, Milwaukee County, Wisconsin",55,79,,186300,1,1550791863001,1406,213
"Block Group 2, Census Tract 1863, Milwaukee County, Wisconsin",55,79,,186300,2,1550791863002,1348,129
"Block Group 1, Census Tract 1864, Milwaukee County, Wisconsin",55,79,,186400,1,1550791864001,1210,208
"Block Group 2, Census Tract 1864, Milwaukee County, Wisconsin",55,79,,186400,2,1550791864002,300,93
"Block Group 1, Census Tract 1865, Milwaukee County, Wisconsin",55,79,,186500,1,1550791865001,846,164
"Block Group 2, Census Tract 1865, Milwaukee County, Wisconsin",55,79,,186500,2,1550791865002,589,196
"Block Group 1, Census Tract 1866, Milwaukee County, Wisconsin",55,79,,186600,1,1550791866001,1263,338
"Block Group 2, Census Tract 1866, Milwaukee County, Wisconsin",55,79,,186600,2,1550791866002,707,163
"Block Group 1, Census Tract 1868, Milwaukee County, Wisconsin",55,79,,186800,1,1550791868001,1307,176
"Block Group 1, Census Tract 1869, Milwaukee County, Wisconsin",55,79,,186900,1,1550791869001,2359,217
"Block Group 1, Census Tract 1870, Milwaukee County, Wisconsin",55,79,,187000,1,1550791870001,995,327
"Block Group 2, Census Tract 1870, Milwaukee County, Wisconsin",55,79,,187000,2,1550791870002,1279,227
"Block Group 3, Census Tract 1870, Milwaukee County, Wisconsin",55,79,,187000,3,1550791870003,1181,311
"Block Group 1, Census Tract 1872, Milwaukee County, Wisconsin",55,79,,187200,1,1550791872001,1035,187
"Block Group 2, Census Tract 1872, Milwaukee County, Wisconsin",55,79,,187200,2,1550791872002,3452,431
"Block Group 3, Census Tract 1872, Milwaukee County, Wisconsin",55,79,,187200,3,1550791872003,952,213
"Block Group 1, Census Tract 1873, Milwaukee County, Wisconsin",55,79,,187300,1,1550791873001,1413,309
"Block Group 2, Census Tract 1873, Milwaukee County, Wisconsin",55,79,,187300,2,1550791873002,2033,287
"Block Group 3, Census Tract 1873, Milwaukee County, Wisconsin",55,79,,187300,3,1550791873003,3254,535
"Block Group 1, Census Tract 1874, Milwaukee County, Wisconsin",55,79,,187400,1,1550791874001,2511,251
"Block Group 1, Census Tract 9800, Milwaukee County, Wisconsin",55,79,,980000,1,1550799800001,0,9
"Block Group 0, Census Tract 9900, Milwaukee County, Wisconsin",55,79,,990000,0,1550799900000,0,9
"Block Group 1, Census Tract 9501, Monroe County, Wisconsin",55,81,,950100,1,1550819501001,723,102
"Block Group 2, Census Tract 9501, Monroe County, Wisconsin",55,81,,950100,2,1550819501002,1099,139
"Block Group 3, Census Tract 9501, Monroe County, Wisconsin",55,81,,950100,3,1550819501003,1300,145
"Block Group 4, Census Tract 9501, Monroe County, Wisconsin",55,81,,950100,4,1550819501004,1669,159
"Block Group 1, Census Tract 9502, Monroe County, Wisconsin",55,81,,950200,1,1550819502001,1371,198
"Block Group 2, Census Tract 9502, Monroe County, Wisconsin",55,81,,950200,2,1550819502002,1232,156
"Block Group 3, Census Tract 9502, Monroe County, Wisconsin",55,81,,950200,3,1550819502003,1004,154
"Block Group 4, Census Tract 9502, Monroe County, Wisconsin",55,81,,950200,4,1550819502004,1180,153
"Block Group 1, Census Tract 9503, Monroe County, Wisconsin",55,81,,950300,1,1550819503001,3302,440
"Block Group 2, Census Tract 9503, Monroe County, Wisconsin",55,81,,950300,2,1550819503002,747,251
"Block Group 3, Census Tract 9503, Monroe County, Wisconsin",55,81,,950300,3,1550819503003,589,182
"Block Group 4, Census Tract 9503, Monroe County, Wisconsin",55,81,,950300,4,1550819503004,1661,370
"Block Group 1, Census Tract 9504, Monroe County, Wisconsin",55,81,,950400,1,1550819504001,1012,226
"Block Group 2, Census Tract 9504, Monroe County, Wisconsin",55,81,,950400,2,1550819504002,745,150
"Block Group 3, Census Tract 9504, Monroe County, Wisconsin",55,81,,950400,3,1550819504003,1524,245
"Block Group 4, Census Tract 9504, Monroe County, Wisconsin",55,81,,950400,4,1550819504004,1069,227
"Block Group 1, Census Tract 9505, Monroe County, Wisconsin",55,81,,950500,1,1550819505001,3203,395
"Block Group 2, Census Tract 9505, Monroe County, Wisconsin",55,81,,950500,2,1550819505002,1378,320
"Block Group 3, Census Tract 9505, Monroe County, Wisconsin",55,81,,950500,3,1550819505003,862,277
"Block Group 4, Census Tract 9505, Monroe County, Wisconsin",55,81,,950500,4,1550819505004,716,252
"Block Group 1, Census Tract 9506, Monroe County, Wisconsin",55,81,,950600,1,1550819506001,1537,276
"Block Group 2, Census Tract 9506, Monroe County, Wisconsin",55,81,,950600,2,1550819506002,1373,231
"Block Group 3, Census Tract 9506, Monroe County, Wisconsin",55,81,,950600,3,1550819506003,1302,300
"Block Group 1, Census Tract 9507, Monroe County, Wisconsin",55,81,,950700,1,1550819507001,974,213
"Block Group 2, Census Tract 9507, Monroe County, Wisconsin",55,81,,950700,2,1550819507002,1336,174
"Block Group 3, Census Tract 9507, Monroe County, Wisconsin",55,81,,950700,3,1550819507003,1324,271
"Block Group 4, Census Tract 9507, Monroe County, Wisconsin",55,81,,950700,4,1550819507004,1178,198
"Block Group 1, Census Tract 9508, Monroe County, Wisconsin",55,81,,950800,1,1550819508001,1272,181
"Block Group 2, Census Tract 9508, Monroe County, Wisconsin",55,81,,950800,2,1550819508002,918,126
"Block Group 3, Census Tract 9508, Monroe County, Wisconsin",55,81,,950800,3,1550819508003,1283,231
"Block Group 4, Census Tract 9508, Monroe County, Wisconsin",55,81,,950800,4,1550819508004,929,142
"Block Group 1, Census Tract 9509, Monroe County, Wisconsin",55,81,,950900,1,1550819509001,1108,247
"Block Group 2, Census Tract 9509, Monroe County, Wisconsin",55,81,,950900,2,1550819509002,1036,133
"Block Group 3, Census Tract 9509, Monroe County, Wisconsin",55,81,,950900,3,1550819509003,2081,189
"Block Group 4, Census Tract 9509, Monroe County, Wisconsin",55,81,,950900,4,1550819509004,916,102
"Block Group 1, Census Tract 1003, Oconto County, Wisconsin",55,83,,100300,1,1550831003001,1581,149
"Block Group 2, Census Tract 1003, Oconto County, Wisconsin",55,83,,100300,2,1550831003002,1210,134
"Block Group 1, Census Tract 1005, Oconto County, Wisconsin",55,83,,100500,1,1550831005001,710,89
"Block Group 2, Census Tract 1005, Oconto County, Wisconsin",55,83,,100500,2,1550831005002,683,97
"Block Group 3, Census Tract 1005, Oconto County, Wisconsin",55,83,,100500,3,1550831005003,821,111
"Block Group 1, Census Tract 1006, Oconto County, Wisconsin",55,83,,100600,1,1550831006001,1715,120
"Block Group 2, Census Tract 1006, Oconto County, Wisconsin",55,83,,100600,2,1550831006002,905,100
"Block Group 1, Census Tract 1007, Oconto County, Wisconsin",55,83,,100700,1,1550831007001,944,160
"Block Group 2, Census Tract 1007, Oconto County, Wisconsin",55,83,,100700,2,1550831007002,1070,142
"Block Group 3, Census Tract 1007, Oconto County, Wisconsin",55,83,,100700,3,1550831007003,1023,144
"Block Group 1, Census Tract 1008, Oconto County, Wisconsin",55,83,,100800,1,1550831008001,865,126
